dyn,ip,REG_RDI,REG_RSI,REG_RBP,REG_RSP,REG_RBX,REG_RDX,REG_RCX,REG_RAX,REG_SEG_CS,REG_SEG_SS,REG_SEG_DS,REG_SEG_ES,REG_SEG_FS,REG_SEG_GS,REG_RFLAGS,REG_RIP,memread_addr_1,read_size_1,mem_val_1,displacement_1,base_reg_1,index_reg_1,scale_1,memread_addr_2,read_size_2,mem_val_2,displacement_2,base_reg_2,index_reg_2,scale_2,memwrite_addr,read_size,mem_val,displacement,base_reg,index_reg,scale,
88,4196415,2,2,140724770315088,140724770315008,0,2,2,2,51,43,0,0,0,0,582,4196415,140724770315068,4,2,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,4196418,2,2,140724770315088,140724770315008,0,2,2,2,51,43,0,0,0,0,582,4196418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,4196423,2,2,140724770315088,140724770315008,0,2,2,3,51,43,0,0,0,0,518,4196423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,4196429,2,2,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,518,4196429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,4196431,3,2,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,518,4196431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,4196433,3,3,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,518,4196433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315036,4,2,4294967244,5,0,1,
94,4196436,3,3,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,518,4196436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196406,0,6,0,1,
95,4196441,3,3,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,582,4196441,140724770315036,4,3,4294967244,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,4196444,3,3,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,582,4196444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315068,4,2,4294967276,5,0,1,
97,4196447,3,3,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,582,4196447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,4196321,3,3,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,582,4196321,140724770315068,4,3,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,4196324,3,3,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,582,4196324,140724770315068,4,3,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,4196327,3,3,140724770315088,140724770315008,0,2,3,3,51,43,0,0,0,0,582,4196327,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,4196330,3,3,140724770315088,140724770315008,0,6,3,3,51,43,0,0,0,0,582,4196330,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,4196333,3,6,140724770315088,140724770315008,0,6,3,3,51,43,0,0,0,0,582,4196333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,4196335,3,6,140724770315088,140724770315008,0,6,3,3,51,43,0,0,0,0,659,4196335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,4196339,1,6,140724770315088,140724770315008,0,6,3,3,51,43,0,0,0,0,659,4196339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,4196341,1,6,140724770315088,140724770315008,0,6,3,3,51,43,0,0,0,0,659,4196341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,4196345,1,6,140724770315088,140724770315008,0,6,3,3,51,43,0,0,0,0,659,4196345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,4196349,1,6,140724770315088,140724770315008,0,6,3,1,51,43,0,0,0,0,659,4196349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,4196353,1,1,140724770315088,140724770315008,0,6,3,1,51,43,0,0,0,0,659,4196353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315047,1,1,4294967255,5,0,1,
109,4196357,1,1,140724770315088,140724770315008,0,6,3,1,51,43,0,0,0,0,659,4196357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,4196359,1,1,140724770315088,140724770315008,0,6,3,1,51,43,0,0,0,0,659,4196359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196441,0,6,0,1,
111,4196364,1,1,140724770315088,140724770315008,0,6,3,1,51,43,0,0,0,0,582,4196364,140724770315047,1,1,4294967255,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,4196368,1,1,140724770315088,140724770315008,0,6,3,1,51,43,0,0,0,0,582,4196368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,4196372,1,1,140724770315088,140724770315008,0,6,3,1,51,43,0,0,0,0,514,4196372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,4196376,1,1,140724770315088,140724770315008,0,6,3,1,51,43,0,0,0,0,514,4196376,140724770315064,4,2,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,4196379,1,1,140724770315088,140724770315008,0,6,3,2,51,43,0,0,0,0,514,4196379,140724770315064,4,2,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,4196382,1,1,140724770315088,140724770315008,0,6,2,2,51,43,0,0,0,0,514,4196382,140724770315068,4,3,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,4196385,1,1,140724770315088,140724770315008,0,3,2,2,51,43,0,0,0,0,514,4196385,140724770315068,4,3,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,4196388,1,3,140724770315088,140724770315008,0,3,2,2,51,43,0,0,0,0,514,4196388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,4196391,1,3,140724770315088,140724770315008,0,3,2,6,51,43,0,0,0,0,518,4196391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,4196394,1,3,140724770315088,140724770315008,0,3,6,6,51,43,0,0,0,0,518,4196394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,4196396,6,3,140724770315088,140724770315008,0,3,6,6,51,43,0,0,0,0,518,4196396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,4196398,6,6,140724770315088,140724770315008,0,3,6,6,51,43,0,0,0,0,518,4196398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315040,4,2,4294967248,5,0,1,
123,4196401,6,6,140724770315088,140724770315008,0,3,6,6,51,43,0,0,0,0,518,4196401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196364,0,6,0,1,
124,4196406,6,6,140724770315088,140724770315008,0,3,6,6,51,43,0,0,0,0,582,4196406,140724770315040,4,6,4294967248,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,4196409,6,6,140724770315088,140724770315008,0,3,6,6,51,43,0,0,0,0,582,4196409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315064,4,2,4294967272,5,0,1,
126,4196412,6,6,140724770315088,140724770315008,0,3,6,6,51,43,0,0,0,0,582,4196412,140724770315068,4,3,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,4196415,6,6,140724770315088,140724770315008,0,3,6,3,51,43,0,0,0,0,582,4196415,140724770315068,4,3,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,4196418,6,6,140724770315088,140724770315008,0,3,3,3,51,43,0,0,0,0,582,4196418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,4196423,6,6,140724770315088,140724770315008,0,3,3,4,51,43,0,0,0,0,514,4196423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,4196429,6,6,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,514,4196429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,4196431,4,6,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,514,4196431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,4196433,4,4,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,514,4196433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315036,4,3,4294967244,5,0,1,
133,4196436,4,4,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,514,4196436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196406,0,6,0,1,
134,4196441,4,4,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,582,4196441,140724770315036,4,4,4294967244,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,4196444,4,4,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,582,4196444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315068,4,3,4294967276,5,0,1,
136,4196447,4,4,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,582,4196447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,4196321,4,4,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,582,4196321,140724770315068,4,4,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,4196324,4,4,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,582,4196324,140724770315068,4,4,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,4196327,4,4,140724770315088,140724770315008,0,3,4,4,51,43,0,0,0,0,582,4196327,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,4196330,4,4,140724770315088,140724770315008,0,6,4,4,51,43,0,0,0,0,582,4196330,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,4196333,4,6,140724770315088,140724770315008,0,6,4,4,51,43,0,0,0,0,582,4196333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,4196335,4,6,140724770315088,140724770315008,0,6,4,4,51,43,0,0,0,0,659,4196335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,4196339,1,6,140724770315088,140724770315008,0,6,4,4,51,43,0,0,0,0,659,4196339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,4196341,1,6,140724770315088,140724770315008,0,6,4,4,51,43,0,0,0,0,659,4196341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,4196345,1,6,140724770315088,140724770315008,0,6,4,4,51,43,0,0,0,0,659,4196345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,4196349,1,6,140724770315088,140724770315008,0,6,4,1,51,43,0,0,0,0,659,4196349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,4196353,1,1,140724770315088,140724770315008,0,6,4,1,51,43,0,0,0,0,659,4196353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315047,1,1,4294967255,5,0,1,
148,4196357,1,1,140724770315088,140724770315008,0,6,4,1,51,43,0,0,0,0,659,4196357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,4196359,1,1,140724770315088,140724770315008,0,6,4,1,51,43,0,0,0,0,659,4196359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196441,0,6,0,1,
150,4196364,1,1,140724770315088,140724770315008,0,6,4,1,51,43,0,0,0,0,582,4196364,140724770315047,1,1,4294967255,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,4196368,1,1,140724770315088,140724770315008,0,6,4,1,51,43,0,0,0,0,582,4196368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,4196372,1,1,140724770315088,140724770315008,0,6,4,1,51,43,0,0,0,0,514,4196372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,4196376,1,1,140724770315088,140724770315008,0,6,4,1,51,43,0,0,0,0,514,4196376,140724770315064,4,6,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,4196379,1,1,140724770315088,140724770315008,0,6,4,6,51,43,0,0,0,0,514,4196379,140724770315064,4,6,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,4196382,1,1,140724770315088,140724770315008,0,6,6,6,51,43,0,0,0,0,514,4196382,140724770315068,4,4,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,4196385,1,1,140724770315088,140724770315008,0,4,6,6,51,43,0,0,0,0,514,4196385,140724770315068,4,4,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,4196388,1,4,140724770315088,140724770315008,0,4,6,6,51,43,0,0,0,0,514,4196388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,4196391,1,4,140724770315088,140724770315008,0,4,6,24,51,43,0,0,0,0,518,4196391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,4196394,1,4,140724770315088,140724770315008,0,4,24,24,51,43,0,0,0,0,518,4196394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,4196396,24,4,140724770315088,140724770315008,0,4,24,24,51,43,0,0,0,0,518,4196396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,4196398,24,24,140724770315088,140724770315008,0,4,24,24,51,43,0,0,0,0,518,4196398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315040,4,6,4294967248,5,0,1,
162,4196401,24,24,140724770315088,140724770315008,0,4,24,24,51,43,0,0,0,0,518,4196401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196364,0,6,0,1,
163,4196406,24,24,140724770315088,140724770315008,0,4,24,24,51,43,0,0,0,0,582,4196406,140724770315040,4,24,4294967248,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,4196409,24,24,140724770315088,140724770315008,0,4,24,24,51,43,0,0,0,0,582,4196409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315064,4,6,4294967272,5,0,1,
165,4196412,24,24,140724770315088,140724770315008,0,4,24,24,51,43,0,0,0,0,582,4196412,140724770315068,4,4,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,4196415,24,24,140724770315088,140724770315008,0,4,24,4,51,43,0,0,0,0,582,4196415,140724770315068,4,4,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,4196418,24,24,140724770315088,140724770315008,0,4,4,4,51,43,0,0,0,0,582,4196418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,4196423,24,24,140724770315088,140724770315008,0,4,4,5,51,43,0,0,0,0,518,4196423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,4196429,24,24,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,518,4196429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,4196431,5,24,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,518,4196431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,4196433,5,5,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,518,4196433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315036,4,4,4294967244,5,0,1,
172,4196436,5,5,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,518,4196436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196406,0,6,0,1,
173,4196441,5,5,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,582,4196441,140724770315036,4,5,4294967244,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,4196444,5,5,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,582,4196444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315068,4,4,4294967276,5,0,1,
175,4196447,5,5,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,582,4196447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,4196321,5,5,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,582,4196321,140724770315068,4,5,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,4196324,5,5,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,582,4196324,140724770315068,4,5,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,4196327,5,5,140724770315088,140724770315008,0,4,5,5,51,43,0,0,0,0,582,4196327,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,4196330,5,5,140724770315088,140724770315008,0,6,5,5,51,43,0,0,0,0,582,4196330,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,4196333,5,6,140724770315088,140724770315008,0,6,5,5,51,43,0,0,0,0,582,4196333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,4196335,5,6,140724770315088,140724770315008,0,6,5,5,51,43,0,0,0,0,663,4196335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,4196339,1,6,140724770315088,140724770315008,0,6,5,5,51,43,0,0,0,0,663,4196339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,4196341,1,6,140724770315088,140724770315008,0,6,5,5,51,43,0,0,0,0,663,4196341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,4196345,1,6,140724770315088,140724770315008,0,6,5,5,51,43,0,0,0,0,663,4196345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
185,4196349,1,6,140724770315088,140724770315008,0,6,5,1,51,43,0,0,0,0,663,4196349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
186,4196353,1,1,140724770315088,140724770315008,0,6,5,1,51,43,0,0,0,0,663,4196353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315047,1,1,4294967255,5,0,1,
