dyn,ip,REG_RDI,REG_RSI,REG_RBP,REG_RSP,REG_RBX,REG_RDX,REG_RCX,REG_RAX,REG_SEG_CS,REG_SEG_SS,REG_SEG_DS,REG_SEG_ES,REG_SEG_FS,REG_SEG_GS,REG_RFLAGS,REG_RIP,memread_addr_1,read_size_1,mem_val_1,displacement_1,base_reg_1,index_reg_1,scale_1,memread_addr_2,read_size_2,mem_val_2,displacement_2,base_reg_2,index_reg_2,scale_2,memwrite_addr,read_size,mem_val,displacement,base_reg,index_reg,scale,
187,4196357,1,1,140724770315088,140724770315008,0,6,5,1,51,43,0,0,0,0,663,4196357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
188,4196359,1,1,140724770315088,140724770315008,0,6,5,1,51,43,0,0,0,0,663,4196359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196441,0,6,0,1,
189,4196364,1,1,140724770315088,140724770315008,0,6,5,1,51,43,0,0,0,0,582,4196364,140724770315047,1,1,4294967255,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,4196368,1,1,140724770315088,140724770315008,0,6,5,1,51,43,0,0,0,0,582,4196368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,4196372,1,1,140724770315088,140724770315008,0,6,5,1,51,43,0,0,0,0,514,4196372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
192,4196376,1,1,140724770315088,140724770315008,0,6,5,1,51,43,0,0,0,0,514,4196376,140724770315064,4,24,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,4196379,1,1,140724770315088,140724770315008,0,6,5,24,51,43,0,0,0,0,514,4196379,140724770315064,4,24,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,4196382,1,1,140724770315088,140724770315008,0,6,24,24,51,43,0,0,0,0,514,4196382,140724770315068,4,5,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,4196385,1,1,140724770315088,140724770315008,0,5,24,24,51,43,0,0,0,0,514,4196385,140724770315068,4,5,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,4196388,1,5,140724770315088,140724770315008,0,5,24,24,51,43,0,0,0,0,514,4196388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,4196391,1,5,140724770315088,140724770315008,0,5,24,120,51,43,0,0,0,0,518,4196391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,4196394,1,5,140724770315088,140724770315008,0,5,120,120,51,43,0,0,0,0,518,4196394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,4196396,120,5,140724770315088,140724770315008,0,5,120,120,51,43,0,0,0,0,518,4196396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,4196398,120,120,140724770315088,140724770315008,0,5,120,120,51,43,0,0,0,0,518,4196398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315040,4,24,4294967248,5,0,1,
201,4196401,120,120,140724770315088,140724770315008,0,5,120,120,51,43,0,0,0,0,518,4196401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196364,0,6,0,1,
202,4196406,120,120,140724770315088,140724770315008,0,5,120,120,51,43,0,0,0,0,582,4196406,140724770315040,4,120,4294967248,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,4196409,120,120,140724770315088,140724770315008,0,5,120,120,51,43,0,0,0,0,582,4196409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315064,4,24,4294967272,5,0,1,
204,4196412,120,120,140724770315088,140724770315008,0,5,120,120,51,43,0,0,0,0,582,4196412,140724770315068,4,5,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,4196415,120,120,140724770315088,140724770315008,0,5,120,5,51,43,0,0,0,0,582,4196415,140724770315068,4,5,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,4196418,120,120,140724770315088,140724770315008,0,5,5,5,51,43,0,0,0,0,582,4196418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,4196423,120,120,140724770315088,140724770315008,0,5,5,6,51,43,0,0,0,0,518,4196423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,4196429,120,120,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,518,4196429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,4196431,6,120,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,518,4196431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,4196433,6,6,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,518,4196433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315036,4,5,4294967244,5,0,1,
211,4196436,6,6,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,518,4196436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196406,0,6,0,1,
212,4196441,6,6,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,582,4196441,140724770315036,4,6,4294967244,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,4196444,6,6,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,582,4196444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315068,4,5,4294967276,5,0,1,
214,4196447,6,6,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,582,4196447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,4196321,6,6,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,582,4196321,140724770315068,4,6,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,4196324,6,6,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,582,4196324,140724770315068,4,6,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
217,4196327,6,6,140724770315088,140724770315008,0,5,6,6,51,43,0,0,0,0,582,4196327,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,4196330,6,6,140724770315088,140724770315008,0,6,6,6,51,43,0,0,0,0,582,4196330,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,4196333,6,6,140724770315088,140724770315008,0,6,6,6,51,43,0,0,0,0,582,4196333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,4196335,6,6,140724770315088,140724770315008,0,6,6,6,51,43,0,0,0,0,582,4196335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
221,4196339,1,6,140724770315088,140724770315008,0,6,6,6,51,43,0,0,0,0,582,4196339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,4196341,1,6,140724770315088,140724770315008,0,6,6,6,51,43,0,0,0,0,582,4196341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,4196345,1,6,140724770315088,140724770315008,0,6,6,6,51,43,0,0,0,0,582,4196345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
224,4196349,1,6,140724770315088,140724770315008,0,6,6,1,51,43,0,0,0,0,582,4196349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
225,4196353,1,1,140724770315088,140724770315008,0,6,6,1,51,43,0,0,0,0,582,4196353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315047,1,1,4294967255,5,0,1,
226,4196357,1,1,140724770315088,140724770315008,0,6,6,1,51,43,0,0,0,0,582,4196357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
227,4196359,1,1,140724770315088,140724770315008,0,6,6,1,51,43,0,0,0,0,582,4196359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196441,0,6,0,1,
228,4196364,1,1,140724770315088,140724770315008,0,6,6,1,51,43,0,0,0,0,582,4196364,140724770315047,1,1,4294967255,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
229,4196368,1,1,140724770315088,140724770315008,0,6,6,1,51,43,0,0,0,0,582,4196368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230,4196372,1,1,140724770315088,140724770315008,0,6,6,1,51,43,0,0,0,0,514,4196372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
231,4196376,1,1,140724770315088,140724770315008,0,6,6,1,51,43,0,0,0,0,514,4196376,140724770315064,4,120,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
232,4196379,1,1,140724770315088,140724770315008,0,6,6,120,51,43,0,0,0,0,514,4196379,140724770315064,4,120,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,4196382,1,1,140724770315088,140724770315008,0,6,120,120,51,43,0,0,0,0,514,4196382,140724770315068,4,6,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
234,4196385,1,1,140724770315088,140724770315008,0,6,120,120,51,43,0,0,0,0,514,4196385,140724770315068,4,6,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,4196388,1,6,140724770315088,140724770315008,0,6,120,120,51,43,0,0,0,0,514,4196388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236,4196391,1,6,140724770315088,140724770315008,0,6,120,720,51,43,0,0,0,0,514,4196391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,4196394,1,6,140724770315088,140724770315008,0,6,720,720,51,43,0,0,0,0,514,4196394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
238,4196396,720,6,140724770315088,140724770315008,0,6,720,720,51,43,0,0,0,0,514,4196396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
239,4196398,720,720,140724770315088,140724770315008,0,6,720,720,51,43,0,0,0,0,514,4196398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315040,4,120,4294967248,5,0,1,
240,4196401,720,720,140724770315088,140724770315008,0,6,720,720,51,43,0,0,0,0,514,4196401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196364,0,6,0,1,
241,4196406,720,720,140724770315088,140724770315008,0,6,720,720,51,43,0,0,0,0,582,4196406,140724770315040,4,720,4294967248,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
242,4196409,720,720,140724770315088,140724770315008,0,6,720,720,51,43,0,0,0,0,582,4196409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315064,4,120,4294967272,5,0,1,
243,4196412,720,720,140724770315088,140724770315008,0,6,720,720,51,43,0,0,0,0,582,4196412,140724770315068,4,6,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
244,4196415,720,720,140724770315088,140724770315008,0,6,720,6,51,43,0,0,0,0,582,4196415,140724770315068,4,6,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
245,4196418,720,720,140724770315088,140724770315008,0,6,6,6,51,43,0,0,0,0,582,4196418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
246,4196423,720,720,140724770315088,140724770315008,0,6,6,7,51,43,0,0,0,0,514,4196423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
247,4196429,720,720,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,514,4196429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
248,4196431,7,720,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,514,4196431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
249,4196433,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,514,4196433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315036,4,6,4294967244,5,0,1,
250,4196436,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,514,4196436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196406,0,6,0,1,
251,4196441,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,582,4196441,140724770315036,4,7,4294967244,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
252,4196444,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,582,4196444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315068,4,6,4294967276,5,0,1,
253,4196447,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,582,4196447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
254,4196321,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,582,4196321,140724770315068,4,7,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
255,4196324,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,582,4196324,140724770315068,4,7,4294967276,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,4196327,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,582,4196327,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,4196330,7,7,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,582,4196330,140724770315060,4,6,4294967268,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258,4196333,7,6,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,582,4196333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,4196335,7,6,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,514,4196335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,4196339,0,6,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,514,4196339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
261,4196341,0,6,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,514,4196341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
262,4196345,0,6,140724770315088,140724770315008,0,6,7,7,51,43,0,0,0,0,514,4196345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
263,4196349,0,6,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,514,4196349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,4196353,0,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,514,4196353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315047,1,1,4294967255,5,0,1,
265,4196357,0,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,514,4196357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266,4196359,0,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,514,4196359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196441,0,6,0,1,
267,4196364,0,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,582,4196364,140724770315047,1,0,4294967255,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,4196368,0,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,582,4196368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
269,4196372,0,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,582,4196372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
270,4196374,0,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,582,4196374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
271,4196449,0,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,582,4196449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,4196457,4196644,0,140724770315088,140724770315008,0,6,7,0,51,43,0,0,0,0,582,4196457,140724770315064,4,720,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,4196460,4196644,0,140724770315088,140724770315008,0,6,7,720,51,43,0,0,0,0,582,4196460,140724770315064,4,720,4294967272,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274,4196463,4196644,720,140724770315088,140724770315008,0,6,7,720,51,43,0,0,0,0,582,4196463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315024,8,1,4294967232,5,0,1,
275,4196467,4196644,720,140724770315088,140724770315008,0,6,7,720,51,43,0,0,0,0,582,4196467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
276,4196469,720,720,140724770315088,140724770315008,0,6,7,720,51,43,0,0,0,0,582,4196469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315020,4,0,4294967228,5,0,1,
277,4196472,720,720,140724770315088,140724770315008,0,6,7,720,51,43,0,0,0,0,582,4196472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196364,0,6,0,1,
278,4196477,720,720,140724770315088,140724770315008,0,6,7,720,51,43,0,0,0,0,582,4196477,140724770315024,8,4196644,4294967232,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
279,4196481,4196644,720,140724770315088,140724770315008,0,6,7,720,51,43,0,0,0,0,582,4196481,140724770315020,4,720,4294967228,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,4196484,4196644,720,140724770315088,140724770315008,0,6,7,720,51,43,0,0,0,0,582,4196484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,4196486,4196644,720,140724770315088,140724770315008,0,6,7,512,51,43,0,0,0,0,582,4196486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196477,0,6,0,1,
282,4196491,140724770313680,0,140724770315088,140724770315008,0,0,2147483644,4,51,43,0,0,0,0,514,4196491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283,4196496,0,0,140724770315088,140724770315008,0,0,2147483644,4,51,43,0,0,0,0,514,4196496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315016,4,0,4294967224,5,0,1,
284,4196499,0,0,140724770315088,140724770315008,0,0,2147483644,4,51,43,0,0,0,0,514,4196499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724770315000,8,4196491,0,6,0,1,
